source,target
1659167666 ,858375432
1659167666 ,1455318162
1659167666 ,951459167646244866
1659167666 ,106994444
1659167666 ,290721591
1659167666 ,1001136841234542592
1659167666 ,107868104
1659167666 ,899320076763115521
1659167666 ,995121075817152512
1659167666 ,999548710731304960
1659167666 ,989244092893794305
1659167666 ,4691373072
1659167666 ,993417457
1659167666 ,235615418
1659167666 ,992426627769434112
1659167666 ,2154616383
1659167666 ,2703513226
1659167666 ,987895999086526464
1659167666 ,33039285
1659167666 ,934139622048915457
1659167666 ,983711961039933440
1659167666 ,729091273655652353
1659167666 ,1740003349
1659167666 ,882099072395603968
1659167666 ,974708749117149190
1659167666 ,975116379576766464
1659167666 ,974811375846305792
1659167666 ,3328048977
1659167666 ,454400104
1659167666 ,2214529316
1659167666 ,322965318
1659167666 ,930464287230971904
1659167666 ,497432711
1659167666 ,3148212834
1659167666 ,969038379127050243
1659167666 ,942235542556692480
1659167666 ,2505486710
1659167666 ,953922427783958528
1659167666 ,3407693391
1659167666 ,943718519924957184
1659167666 ,960677634433802240
1659167666 ,54862817
1659167666 ,960648114381230081
1659167666 ,959968095854096384
1659167666 ,626422498
1659167666 ,913587891699302401
1659167666 ,1953898314
1659167666 ,948138630379442176
1659167666 ,242425232
1659167666 ,25626064
1659167666 ,79400893
1659167666 ,105783051
1659167666 ,239938582
1659167666 ,895123216670367745
1659167666 ,949705755149549568
1659167666 ,4532387773
1659167666 ,337942823
1659167666 ,817473578920611840
1659167666 ,71013701
1659167666 ,946795384508096512
1659167666 ,703430486
1659167666 ,4739504775
1659167666 ,735854369158123520
1659167666 ,450816523
1659167666 ,2770657743
1659167666 ,1244906719
1659167666 ,2206478168
1659167666 ,803710135
1659167666 ,72320544
1659167666 ,854420804167184388
1659167666 ,335022441
1659167666 ,946477014319616002
1659167666 ,3238393268
1659167666 ,946373489887531009
1659167666 ,3867216076
1659167666 ,927064458
1659167666 ,884490871395188741
1659167666 ,786967808051556352
1659167666 ,942064519433588738
1659167666 ,77124888
1659167666 ,940102775639121920
1659167666 ,118832418
1659167666 ,938537996671909888
1659167666 ,936921357975252992
1659167666 ,4378719147
1659167666 ,215473868
1659167666 ,511087237
1659167666 ,880324220
1659167666 ,872675797869481984
1659167666 ,926762290002640896
1659167666 ,3399122175
1659167666 ,3822069137
1659167666 ,774760836879572992
1659167666 ,918683017970778112
1659167666 ,186934399
1659167666 ,922016721380163584
1659167666 ,3000902500
1659167666 ,892541907770920960
1659167666 ,785302914109673472
1659167666 ,229882466
1659167666 ,65141606
1659167666 ,2823058970
1659167666 ,284695565
1659167666 ,898297675765993472
1659167666 ,744852027436564480
1659167666 ,911913304938942464
1659167666 ,3391397081
1659167666 ,4120619068
1659167666 ,19125533
1659167666 ,907313321556267009
1659167666 ,870306362894495745
1659167666 ,1865761110
1659167666 ,1705333452
1659167666 ,69561812
1659167666 ,906938057097654278
1659167666 ,21137592
1659167666 ,78387502
1659167666 ,904513313291292673
1659167666 ,2247981983
1659167666 ,905180610767015937
1659167666 ,166362218
1659167666 ,2878029308
1659167666 ,870705719502266368
1659167666 ,1523535996
1659167666 ,1370699940
1659167666 ,1928982030
1659167666 ,902055215511339008
1659167666 ,261056328
1659167666 ,716373882329018368
1659167666 ,901102537243189249
1659167666 ,884925800503545857
1659167666 ,4242320353
1659167666 ,1256880649
1659167666 ,838729971937992704
1659167666 ,894953414962151428
1659167666 ,70404970
1659167666 ,899032069606658048
1659167666 ,887094625189494788
1659167666 ,806340243528044548
1659167666 ,3307122241
1659167666 ,2167346198
1659167666 ,894566170946174976
1659167666 ,774230963895300096
1659167666 ,780769085734854657
1659167666 ,822763465572052993
1659167666 ,892611400291332096
1659167666 ,869544027754045442
1659167666 ,797205407458533376
1659167666 ,40032233
1659167666 ,893137540185718785
1659167666 ,893114323693965312
1659167666 ,743890684705390592
1659167666 ,985739455
1659167666 ,871423520739405827
1659167666 ,892425065907802112
1659167666 ,892203561811152900
1659167666 ,830435684884295684
1659167666 ,24707890
1659167666 ,37515641
1659167666 ,883106840606904320
1659167666 ,60859088
1659167666 ,636470884
1659167666 ,2715989673
1659167666 ,873748845062234112
1659167666 ,856934484037521409
1659167666 ,2433775304
1659167666 ,4846664662
1659167666 ,865967151764484096
1659167666 ,849246555936882689
1659167666 ,59453668
1659167666 ,717526273015177217
1659167666 ,812286776157097984
1659167666 ,826514368808546305
1659167666 ,814058667872059392
1659167666 ,3154701283
1659167666 ,2787244496
1659167666 ,555167581
1659167666 ,3319255134
1659167666 ,835629681613369345
1659167666 ,1611390098
1659167666 ,8857842
1659167666 ,827072452341571584
1659167666 ,227866343
1659167666 ,302377180
1659167666 ,3428463029
1659167666 ,837750601094070272
1659167666 ,821308816281116672
1659167666 ,833790102686035970
1659167666 ,833186450485149696
1659167666 ,758383491775987712
1659167666 ,831943702012534784
1659167666 ,474547683
1659167666 ,3105864857
1659167666 ,830437555552260096
1659167666 ,819296379386347524
1659167666 ,825128396690710530
1659167666 ,454593634
1659167666 ,3090735471
1659167666 ,823988324054564868
1659167666 ,823334072919400452
1659167666 ,500854578
1659167666 ,232383725
1659167666 ,17639829
1659167666 ,823037075482169345
1659167666 ,535602910
1659167666 ,743795278956789760
1659167666 ,35082765
1659167666 ,2531932368
1659167666 ,709304228
1659167666 ,806836945150164992
1659167666 ,812350162483888128
1659167666 ,2845105571
1659167666 ,811457154699984897
1659167666 ,736210210818293760
1659167666 ,730455988206080000
1659167666 ,137173070
1659167666 ,431948112
1659167666 ,33923443
1659167666 ,799412181188100096
1659167666 ,802269638130302977
1659167666 ,796329568474906625
1659167666 ,26051106
1659167666 ,798611763025494016
1659167666 ,778715471600201729
1659167666 ,880772570
1659167666 ,792921199571501056
1659167666 ,3220299265
1659167666 ,159979362
1659167666 ,796248935614529536
1659167666 ,1173673962
1659167666 ,4479754518
1659167666 ,244914505
1659167666 ,139864885
1659167666 ,3364317125
1659167666 ,3257468574
1659167666 ,714698983
1659167666 ,738520583848271872
1659167666 ,794627889723424768
1659167666 ,3398084969
1659167666 ,793891798435426304
1659167666 ,776509184007438336
1659167666 ,4064482821
1659167666 ,4794774738
1659167666 ,786983778195570689
1659167666 ,777070692953001984
1659167666 ,2259317681
1659167666 ,2885174686
1659167666 ,782462288884359168
1659167666 ,4647837714
1659167666 ,426283282
1659167666 ,1380696446
1659167666 ,754055981471072257
1659167666 ,2973531916
1659167666 ,780169162945536000
1659167666 ,722617826716946433
1659167666 ,527807332
1659167666 ,248591958
1659167666 ,1878756751
1659167666 ,770923426563227649
1659167666 ,1415731418
1659167666 ,747300701752025088
1659167666 ,755111348707717120
1659167666 ,2431047218
1659167666 ,4787812472
1659167666 ,3183635996
1659167666 ,1297643724
1659167666 ,1972721006
1659167666 ,27362363
1659167666 ,36009602
1659167666 ,44474122
1659167666 ,759613391761645569
1659167666 ,717351933225394177
1659167666 ,729545830168973312
1659167666 ,740024838404902912
1659167666 ,755859324878991360
1659167666 ,754196831588978688
1659167666 ,1341463471
1659167666 ,752876402643435520
1659167666 ,752187728297504768
1659167666 ,746771750629736448
1659167666 ,1495873188
1659167666 ,2531434723
1659167666 ,743904842448535552
1659167666 ,62411872
1659167666 ,18660366
1659167666 ,741667794828173312
1659167666 ,374159944
1659167666 ,365461376
1659167666 ,3961197562
1659167666 ,369490245
1659167666 ,736606003769135104
1659167666 ,737225269753286656
1659167666 ,353007315
1659167666 ,384024187
1659167666 ,733799342931378176
1659167666 ,731425600410386432
1659167666 ,3316475075
1659167666 ,719307897738387457
1659167666 ,2271084384
1659167666 ,730116056392581122
1659167666 ,489714661
1659167666 ,727774228381052930
1659167666 ,2194722615
1659167666 ,420017980
1659167666 ,88860391
1659167666 ,2854306987
1659167666 ,2311854087
1659167666 ,4736154975
1659167666 ,1172015838
1659167666 ,20905116
1659167666 ,557019025
1659167666 ,722087303657701376
1659167666 ,720079483781271552
1659167666 ,42235981
1659167666 ,3943777215
1659167666 ,723415043203698688
1659167666 ,3553584617
1659167666 ,1520735737
1659167666 ,2891041922
1659167666 ,26464976
1659167666 ,945085952
1659167666 ,723015516244303872
1659167666 ,311674997
1659167666 ,1257611400
1659167666 ,1542539017
1659167666 ,721911009422766080
1659167666 ,719641300795056130
1659167666 ,93816479
1659167666 ,460037370
1659167666 ,700742370455736320
1659167666 ,716100736526868481
1659167666 ,718836454902738944
1659167666 ,718759500539252736
1659167666 ,827561101
1659167666 ,246563898
1659167666 ,4826439365
1659167666 ,714611270301851648
1659167666 ,706316287383838720
1659167666 ,95420062
1659167666 ,18367081
1659167666 ,713895185327923200
1659167666 ,714470431626014720
1659167666 ,712001300410585089
1659167666 ,713943725844611073
1659167666 ,3145055854
1659167666 ,3038590927
1659167666 ,886149289
1659167666 ,18399071
1659167666 ,1353793802
1659167666 ,706362701136699392
1659167666 ,2309107365
1659167666 ,154586396
1659167666 ,704174704706220033
1659167666 ,3407942541
1659167666 ,1865730720
1659167666 ,1226347718
1659167666 ,366618091
1659167666 ,3352688333
1659167666 ,4115299107
1659167666 ,589968390
1659167666 ,2982676059
1659167666 ,2218711927
1659167666 ,4811392874
1659167666 ,3002883363
1659167666 ,4896603707
1659167666 ,61844837
1659167666 ,950507502
1659167666 ,4921152880
1659167666 ,411711868
1659167666 ,56968774
1659167666 ,966064609
1659167666 ,3849003320
1659167666 ,426804842
1659167666 ,4917789946
1659167666 ,28907586
1659167666 ,4356186208
1659167666 ,301781621
1659167666 ,4900073206
1659167666 ,4888704140
1659167666 ,2310111727
1659167666 ,4896138483
1659167666 ,946712551
1659167666 ,1015537620
1659167666 ,3303156338
1659167666 ,186150283
1659167666 ,3342092889
1659167666 ,4850896272
1659167666 ,3008646509
1659167666 ,624357333
1659167666 ,4654728323
1659167666 ,23337562
1659167666 ,3022854040
1659167666 ,113827581
1659167666 ,3818685853
1659167666 ,4846052453
1659167666 ,30314967
1659167666 ,4111618487
1659167666 ,262686577
1659167666 ,4860722001
1659167666 ,2343094687
1659167666 ,4852329647
1659167666 ,4855731185
1659167666 ,4852383599
1659167666 ,3190904212
1659167666 ,263278939
1659167666 ,4845262690
1659167666 ,1152036912
1659167666 ,208235944
1659167666 ,39819109
1659167666 ,3119591350
1659167666 ,261912057
1659167666 ,4731185309
1659167666 ,52310074
1659167666 ,255661673
1659167666 ,3049633017
1659167666 ,4785093672
1659167666 ,4727672616
1659167666 ,634724502
1659167666 ,3053646956
1659167666 ,380711983
1659167666 ,4345903273
1659167666 ,4688732840
1659167666 ,601291137
1659167666 ,4580842853
1659167666 ,247281237
1659167666 ,19223949
1659167666 ,3239292866
1659167666 ,3311567006
1659167666 ,4817682155
1659167666 ,547762633
1659167666 ,316002026
1659167666 ,461048532
1659167666 ,491548019
1659167666 ,3800126414
1659167666 ,4773753496
1659167666 ,2780144217
1659167666 ,4717446625
1659167666 ,485745741
1659167666 ,199952140
1659167666 ,31764436
1659167666 ,4704293472
1659167666 ,3732231135
1659167666 ,4729586880
1659167666 ,2984026859
1659167666 ,2147967222
1659167666 ,4697053892
1659167666 ,4649262983
1659167666 ,4260009491
1659167666 ,85132977
1659167666 ,4582517794
1659167666 ,4631811452
1659167666 ,4335369975
1659167666 ,4582637899
1659167666 ,344005108
1659167666 ,4340945056
1659167666 ,226835460
1659167666 ,4468909633
1659167666 ,4194248174
1659167666 ,2472199650
1659167666 ,1452587720
1659167666 ,4298417133
1659167666 ,64273707
1659167666 ,384433956
1659167666 ,2182200359
1659167666 ,426074677
1659167666 ,707243945
1659167666 ,245124093
1659167666 ,322750257
1659167666 ,50415225
1659167666 ,148435825
1659167666 ,100561544
1659167666 ,4038441492
1659167666 ,4044013018
1659167666 ,4053775289
1659167666 ,3712967777
1659167666 ,552827667
1659167666 ,4039818267
1659167666 ,20859106
1659167666 ,3992426289
1659167666 ,3684399316
1659167666 ,4005864963
1659167666 ,3974941936
1659167666 ,3315210252
1659167666 ,47414062
1659167666 ,3888663013
1659167666 ,3903192914
1659167666 ,3963761535
1659167666 ,3886558274
1659167666 ,2671510910
1659167666 ,3943834881
1659167666 ,2420017612
1659167666 ,38763586
1659167666 ,3827744114
1659167666 ,15863379
1659167666 ,3810470536
1659167666 ,170893334
1659167666 ,851445560
1659167666 ,1214272946
1659167666 ,24335079
1659167666 ,617732303
1659167666 ,43882179
1659167666 ,611949088
1659167666 ,2790528916
1659167666 ,123456262
1659167666 ,182433926
1659167666 ,582464250
1659167666 ,3704390175
1659167666 ,43585038
1659167666 ,2597352760
1659167666 ,3655776160
1659167666 ,3621346216
1659167666 ,1429725619
1659167666 ,3435037505
1659167666 ,3397644287
1659167666 ,1574028752
1659167666 ,2470694275
1659167666 ,970252327
1659167666 ,2512444434
1659167666 ,3230478553
1659167666 ,617548952
1659167666 ,161333859
1659167666 ,3427589654
1659167666 ,301090212
1659167666 ,1033541006
1659167666 ,172186655
1659167666 ,3493877183
1659167666 ,702561073
1659167666 ,1491745944
1659167666 ,3434867566
1659167666 ,3460410681
1659167666 ,3458818157
1659167666 ,1045823017
1659167666 ,51828819
1659167666 ,2813360329
1659167666 ,2281173066
1659167666 ,3436694158
1659167666 ,2838705142
1659167666 ,492490106
1659167666 ,90046900
1659167666 ,3433832939
1659167666 ,2472720347
1659167666 ,1515145358
1659167666 ,3431714667
1659167666 ,3187288201
1659167666 ,2259409963
1659167666 ,2782450646
1659167666 ,131134659
1659167666 ,3423015064
1659167666 ,3396424895
1659167666 ,3296510844
1659167666 ,3313016996
1659167666 ,63093974
1659167666 ,1613465270
1659167666 ,3312188299
1659167666 ,136662689
1659167666 ,3310943544
1659167666 ,380089060
1659167666 ,543585645
1659167666 ,1674998060
1659167666 ,2308917095
1659167666 ,2180401023
1659167666 ,1251095028
1659167666 ,468956359
1659167666 ,2606338735
1659167666 ,3393913833
1659167666 ,3306666229
1659167666 ,724514112
1659167666 ,1447505575
1659167666 ,3299025925
1659167666 ,1592424314
1659167666 ,2536050437
1659167666 ,3306270482
1659167666 ,2585548825
1659167666 ,3402051046
1659167666 ,3305508474
1659167666 ,3188551809
1659167666 ,3022502055
1659167666 ,3391750989
1659167666 ,1944863922
1659167666 ,488625188
1659167666 ,3400985103
1659167666 ,232528995
1659167666 ,3068797229
1659167666 ,3399591735
1659167666 ,1487177047
1659167666 ,3293511944
1659167666 ,135661136
1659167666 ,3271270574
1659167666 ,3312676924
1659167666 ,364664568
1659167666 ,2866507247
1659167666 ,994388790
1659167666 ,3399154089
1659167666 ,2702623666
1659167666 ,3301837046
1659167666 ,272357874
1659167666 ,571262330
1659167666 ,2918248740
1659167666 ,3394655392
1659167666 ,1209410868
1659167666 ,2875584846
1659167666 ,470656392
1659167666 ,2669997721
1659167666 ,1686461906
1659167666 ,312861288
1659167666 ,3280517610
1659167666 ,3359638300
1659167666 ,151633999
1659167666 ,170464619
1659167666 ,3387501309
1659167666 ,1393922761
1659167666 ,422089201
1659167666 ,2773304105
1659167666 ,1180570298
1659167666 ,40082605
1659167666 ,3379425238
1659167666 ,2455166386
1659167666 ,114904213
1659167666 ,753912121
1659167666 ,3290911263
1659167666 ,2179998529
1659167666 ,2571778574
1659167666 ,49649763
1659167666 ,3278948977
1659167666 ,2873893155
1659167666 ,462369357
1659167666 ,2597285130
1659167666 ,280066331
1659167666 ,3039299003
1659167666 ,501448666
1659167666 ,1375168740
1659167666 ,241425392
1659167666 ,3277761355
1659167666 ,2827123567
1659167666 ,3256860708
1659167666 ,3305496605
1659167666 ,335306776
1659167666 ,33454609
1659167666 ,579358746
1659167666 ,20920343
1659167666 ,254715109
1659167666 ,3104198484
1659167666 ,2439051642
1659167666 ,3362136952
1659167666 ,102560490
1659167666 ,2864361927
1659167666 ,3342693640
1659167666 ,38790820
1659167666 ,1931683393
1659167666 ,3347704618
1659167666 ,1287944898
1659167666 ,3344247009
1659167666 ,139514841
1659167666 ,3337184410
1659167666 ,3219794408
1659167666 ,3330965807
1659167666 ,3081645398
1659167666 ,3237556482
1659167666 ,3306998242
1659167666 ,3314850280
1659167666 ,1400894096
1659167666 ,22030386
1659167666 ,31141322
1659167666 ,905115888
1659167666 ,86104396
1659167666 ,2999733037
1659167666 ,742517719
1659167666 ,2315503326
1659167666 ,422376248
1659167666 ,112734146
1659167666 ,28293388
1659167666 ,2919041732
1659167666 ,2771065346
1659167666 ,268792716
1659167666 ,3293989691
1659167666 ,3290305888
1659167666 ,3100795413
1659167666 ,3009198378
1659167666 ,3106131565
1659167666 ,2577428515
1659167666 ,2152145635
1659167666 ,3026500007
1659167666 ,1373319554
1659167666 ,186968555
1659167666 ,3195699854
1659167666 ,42417973
1659167666 ,3109675510
1659167666 ,35447778
1659167666 ,3244346025
1659167666 ,426273480
1659167666 ,2342546101
1659167666 ,2551801136
1659167666 ,2225938699
1659167666 ,26049395
1659167666 ,71228105
1659167666 ,261961245
1659167666 ,2964986476
1659167666 ,227014022
1659167666 ,1580637896
1659167666 ,19567637
1659167666 ,3133163286
1659167666 ,302622689
1659167666 ,3178846466
1659167666 ,137712300
1659167666 ,2990753151
1659167666 ,344921022
1659167666 ,325822128
1659167666 ,233571997
1659167666 ,2861091615
1659167666 ,339214759
1659167666 ,3169216770
1659167666 ,2580448637
1659167666 ,3168122330
1659167666 ,3045753893
1659167666 ,3163173498
1659167666 ,3163204052
1659167666 ,2877799620
1659167666 ,3180875975
1659167666 ,3152630694
1659167666 ,3158150864
1659167666 ,258070119
1659167666 ,3169451007
1659167666 ,1119580734
1659167666 ,2360672701
1659167666 ,554503298
1659167666 ,2621422527
1659167666 ,3119353660
1659167666 ,172054487
1659167666 ,168896786
1659167666 ,463697962
1659167666 ,215806664
1659167666 ,3136877967
1659167666 ,271047249
1659167666 ,3014595979
1659167666 ,3132610178
1659167666 ,318161755
1659167666 ,727221308
1659167666 ,90920930
1659167666 ,376201569
1659167666 ,3116255978
1659167666 ,3092564613
1659167666 ,332791229
1659167666 ,3120762310
1659167666 ,867328182
1659167666 ,3093714145
1659167666 ,287333555
1659167666 ,3105529828
1659167666 ,3040204889
1659167666 ,3096064961
1659167666 ,3097691201
1659167666 ,3005385542
1659167666 ,3093346252
1659167666 ,2600058731
1659167666 ,3073529024
1659167666 ,165978140
1659167666 ,2330984822
1659167666 ,3081638285
1659167666 ,3063926096
1659167666 ,3066627781
1659167666 ,977320808
1659167666 ,1120322947
1659167666 ,3070557549
1659167666 ,189668545
1659167666 ,3035281818
1659167666 ,3054806173
1659167666 ,3045317653
1659167666 ,325571704
1659167666 ,2481048308
1659167666 ,28265432
1659167666 ,2208212411
1659167666 ,3058481356
1659167666 ,2930019907
1659167666 ,3057316587
1659167666 ,2568132249
1659167666 ,3033623598
1659167666 ,32450516
1659167666 ,720257792
1659167666 ,2777894505
1659167666 ,1062436933
1659167666 ,878605050
1659167666 ,2471305015
1659167666 ,2520423860
1659167666 ,3029628025
1659167666 ,2767763524
1659167666 ,2882309118
1659167666 ,5569232
1659167666 ,3033245333
1659167666 ,2917913636
1659167666 ,3028645605
1659167666 ,474146542
1659167666 ,3040093775
1659167666 ,3039577612
1659167666 ,2943224945
1659167666 ,65670046
1659167666 ,1268743502
1659167666 ,3014349480
1659167666 ,3007502185
1659167666 ,3013014631
1659167666 ,2592537601
1659167666 ,1179811178
1659167666 ,49974747
1659167666 ,3016137832
1659167666 ,1242531264
1659167666 ,794268798
1659167666 ,863976067
1659167666 ,320754712
1659167666 ,874778198
1659167666 ,608737036
1659167666 ,2997419772
1659167666 ,490419458
1659167666 ,2996674999
1659167666 ,2471204442
1659167666 ,2543242009
1659167666 ,1910308212
1659167666 ,530990099
1659167666 ,2964974163
1659167666 ,57427075
1659167666 ,2296152484
1659167666 ,252236297
1659167666 ,2975853449
1659167666 ,1670770956
1659167666 ,431357893
1659167666 ,375403767
1659167666 ,2970146153
1659167666 ,2966329183
1659167666 ,2963675901
1659167666 ,832229299
1659167666 ,2953304369
1659167666 ,2948720843
1659167666 ,2961073066
1659167666 ,2956620913
1659167666 ,729560551
1659167666 ,2923785616
1659167666 ,349450275
1659167666 ,2955909297
1659167666 ,129173452
1659167666 ,1564843572
1659167666 ,753520478
1659167666 ,2893571489
1659167666 ,2934722957
1659167666 ,148164152
1659167666 ,2943238691
1659167666 ,2361296214
1659167666 ,2863515028
1659167666 ,2926163571
1659167666 ,951095935
1659167666 ,2932004472
1659167666 ,352886714
1659167666 ,2922498821
1659167666 ,2843935331
1659167666 ,257710185
1659167666 ,2792557298
1659167666 ,492444608
1659167666 ,2917761779
1659167666 ,2917253062
1659167666 ,18302504
1659167666 ,2912803379
1659167666 ,2912186597
1659167666 ,2922098564
1659167666 ,2888948579
1659167666 ,2906692643
1659167666 ,225466620
1659167666 ,2874663852
1659167666 ,2830016213
1659167666 ,20950192
1659167666 ,2436763481
1659167666 ,2588782152
1659167666 ,2893620939
1659167666 ,1311508188
1659167666 ,289759246
1659167666 ,592870647
1659167666 ,2241058957
1659167666 ,2894957242
1659167666 ,285813950
1659167666 ,263037075
1659167666 ,2891716444
1659167666 ,116274297
1659167666 ,635253927
1659167666 ,1150900609
1659167666 ,594886943
1659167666 ,1675464942
1659167666 ,54971997
1659167666 ,2902377678
1659167666 ,2844163420
1659167666 ,2900998753
1659167666 ,103155447
1659167666 ,2877415361
1659167666 ,2876742496
1659167666 ,2362304341
1659167666 ,2856531202
1659167666 ,1166198401
1659167666 ,2867579325
1659167666 ,16469026
1659167666 ,2868930323
1659167666 ,2788586337
1659167666 ,871055377
1659167666 ,2869382207
1659167666 ,2862799451
1659167666 ,1711879544
1659167666 ,1015675710
1659167666 ,2303662152
1659167666 ,2861517305
1659167666 ,2861348297
1659167666 ,2812034323
1659167666 ,1375966646
1659167666 ,139411953
1659167666 ,2853381281
1659167666 ,1059433866
1659167666 ,264519431
1659167666 ,44479377
1659167666 ,2188240146
1659167666 ,634093338
1659167666 ,2881493382
1659167666 ,2881992649
1659167666 ,609141477
1659167666 ,35404921
1659167666 ,2838828035
1659167666 ,369435280
1659167666 ,2813659804
1659167666 ,2764495307
1659167666 ,72952828
1659167666 ,771961500
1659167666 ,1964865996
1659167666 ,2678055355
1659167666 ,286699883
1659167666 ,2746058457
1659167666 ,2827008907
1659167666 ,2828452025
1659167666 ,769073563
1659167666 ,2861388024
1659167666 ,31186497
1659167666 ,103102785
1659167666 ,2854082539
1659167666 ,2304449261
1659167666 ,6039702
1659167666 ,2805880229
1659167666 ,2828972301
1659167666 ,2825320013
1659167666 ,2821527627
1659167666 ,619312372
1659167666 ,2851299504
1659167666 ,25904832
1659167666 ,2821097063
1659167666 ,1586970140
1659167666 ,2812694915
1659167666 ,2732588024
1659167666 ,1692599468
1659167666 ,2197692937
1659167666 ,715505556
1659167666 ,115075119
1659167666 ,2183751764
1659167666 ,2838517532
1659167666 ,1586307420
1659167666 ,2795949677
1659167666 ,2513055218
1659167666 ,2688895552
1659167666 ,2825617670
1659167666 ,710023434
1659167666 ,2825710729
1659167666 ,2825394282
1659167666 ,2802653250
1659167666 ,2822909371
1659167666 ,2777701108
1659167666 ,2770760595
1659167666 ,2422702231
1659167666 ,18208649
1659167666 ,1416235957
1659167666 ,223215217
1659167666 ,534989416
1659167666 ,2768357565
1659167666 ,258937472
1659167666 ,2773879423
1659167666 ,537508605
1659167666 ,1178899590
1659167666 ,2808648080
1659167666 ,2752940741
1659167666 ,2202231127
1659167666 ,21277226
1659167666 ,40903724
1659167666 ,436150344
1659167666 ,2438097393
1659167666 ,32237134
1659167666 ,2764988643
1659167666 ,2765070162
1659167666 ,2355305802
1659167666 ,1944953826
1659167666 ,2617538820
1659167666 ,2761685057
1659167666 ,2370020899
1659167666 ,33441278
1659167666 ,2639123246
1659167666 ,1286344657
1659167666 ,25560284
1659167666 ,1119100142
1659167666 ,1068892550
1659167666 ,392390927
1659167666 ,39183337
1659167666 ,2754134925
1659167666 ,23237563
1659167666 ,2777717868
1659167666 ,792646909
1659167666 ,2751286169
1659167666 ,2744358375
1659167666 ,2766973663
1659167666 ,2766894049
1659167666 ,501261742
1659167666 ,2763368784
1659167666 ,2763322994
1659167666 ,1359877302
1659167666 ,2759549418
1659167666 ,2665944138
1659167666 ,897279362
1659167666 ,1240508784
1659167666 ,2752848350
1659167666 ,313929915
1659167666 ,2750860412
1659167666 ,2750713208
1659167666 ,252830523
